City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description,Rain Inches (last 3 hrs),Snow Inches (last 3 hrs),Date
0,Thompson,55.74,-97.86,14.0,66,90,5.82,CA,overcast clouds,0.0,0.0,2020-02-23 18:40:10
1,Busselton,-33.65,115.33,68.0,44,93,15.14,AU,light rain,0.69,0.0,2020-02-23 18:40:44
2,Rio Grande,-32.03,-52.1,78.8,47,20,17.22,BR,few clouds,0.0,0.0,2020-02-23 18:49:01
3,Rikitea,-23.12,-134.97,78.37,74,2,8.25,PF,light rain,0.44,0.0,2020-02-23 18:40:23
4,Mataura,-46.19,168.86,51.01,92,93,3.0,NZ,overcast clouds,0.0,0.0,2020-02-23 18:40:31
5,Punta Arenas,-53.15,-70.92,57.2,58,75,28.86,CL,light intensity shower rain,0.0,0.0,2020-02-23 18:40:24
6,Hammerfest,70.66,23.68,30.2,100,75,9.17,NO,light snow,0.0,0.0,2020-02-23 18:49:02
7,Southbridge,42.08,-72.03,54.0,27,20,11.41,US,few clouds,0.0,0.0,2020-02-23 18:49:03
8,Fare,-16.7,-151.02,82.72,70,47,10.8,PF,scattered clouds,0.0,0.0,2020-02-23 18:49:03
9,Itoman,26.12,127.67,62.6,77,20,1.12,JP,few clouds,0.0,0.0,2020-02-23 18:41:20
10,Ixtapa,20.7,-105.2,80.6,69,40,9.17,MX,scattered clouds,0.0,0.0,2020-02-23 18:47:10
11,Ribeira Grande,38.52,-28.7,62.6,67,75,5.82,PT,broken clouds,0.0,0.0,2020-02-23 18:40:28
12,Ullapool,57.9,-5.16,42.01,78,70,1.99,GB,light snow,0.0,0.19,2020-02-23 18:49:04
13,Cayenne,4.93,-52.33,84.2,70,75,14.99,GF,broken clouds,0.0,0.0,2020-02-23 18:41:14
14,Naron,43.52,-8.15,54.0,93,0,2.24,ES,clear sky,0.0,0.0,2020-02-23 18:49:05
15,Hovd,48.01,91.64,17.64,66,100,1.9,MN,overcast clouds,0.0,0.0,2020-02-23 18:49:05
16,Kaspiyskiy,45.39,47.37,42.71,66,99,5.5,RU,overcast clouds,0.0,0.0,2020-02-23 18:49:05
17,Kavieng,-2.57,150.8,84.34,72,49,11.52,PG,scattered clouds,0.0,0.0,2020-02-23 18:40:28
18,Wattwil,47.3,9.09,64.4,39,90,18.34,CH,overcast clouds,0.0,0.0,2020-02-23 18:49:06
19,Puerto Ayora,-0.74,-90.35,84.2,74,20,12.75,EC,few clouds,0.0,0.0,2020-02-23 18:41:13
20,Helsingborg,56.05,12.69,39.99,93,83,13.87,SE,light rain,0.63,0.0,2020-02-23 18:49:06
21,Hermanus,-34.42,19.23,73.0,74,0,5.99,ZA,clear sky,0.0,0.0,2020-02-23 18:40:40
22,Castro,-24.79,-50.01,79.45,39,100,1.3,BR,overcast clouds,0.0,0.0,2020-02-23 18:40:33
23,Abeche,13.83,20.83,79.45,10,0,13.6,TD,clear sky,0.0,0.0,2020-02-23 18:49:07
24,Kankon,15.02,74.02,82.4,61,20,3.36,IN,few clouds,0.0,0.0,2020-02-23 18:49:07
25,Atuona,-9.8,-139.03,81.3,78,20,15.3,PF,light rain,0.5,0.0,2020-02-23 18:40:33
26,Vao,-22.67,167.48,77.65,76,83,14.32,NC,broken clouds,0.0,0.0,2020-02-23 18:46:52
27,Khandyga,62.67,135.6,-5.48,98,100,1.99,RU,light snow,0.0,0.19,2020-02-23 18:46:54
28,Porto Santo,33.07,-16.34,68.0,72,20,16.11,PT,few clouds,0.0,0.0,2020-02-23 18:49:08
29,Bredasdorp,-34.53,20.04,66.2,59,0,12.75,ZA,clear sky,0.0,0.0,2020-02-23 18:40:24
30,Port Elizabeth,-33.92,25.57,62.6,72,8,3.36,ZA,clear sky,0.0,0.0,2020-02-23 18:40:43
31,Isangel,-19.55,169.27,69.8,94,20,13.98,VU,few clouds,0.0,0.0,2020-02-23 18:37:22
32,Tunceli,39.11,39.55,41.0,93,40,5.82,TR,scattered clouds,0.0,0.0,2020-02-23 18:49:09
33,Sebring,27.5,-81.44,77.0,46,75,4.7,US,broken clouds,0.0,0.0,2020-02-23 18:49:09
34,Cape Town,-33.93,18.42,73.0,49,0,21.92,ZA,clear sky,0.0,0.0,2020-02-23 18:36:42
35,Broken Hill,-31.95,141.43,69.8,64,18,16.11,AU,few clouds,0.0,0.0,2020-02-23 18:49:09
36,Albany,42.6,-73.97,51.01,29,75,4.7,US,broken clouds,0.0,0.0,2020-02-23 18:40:24
37,Hofn,64.25,-15.21,37.11,56,30,24.49,IS,scattered clouds,0.0,0.0,2020-02-23 18:40:48
38,Bambous Virieux,-20.34,57.76,77.0,88,75,4.7,MU,broken clouds,0.0,0.0,2020-02-23 18:36:46
39,Teguise,29.06,-13.56,73.4,53,58,21.92,ES,haze,0.0,0.0,2020-02-23 18:41:47
40,Asau,46.43,26.4,46.4,61,100,10.29,RO,overcast clouds,0.0,0.0,2020-02-23 18:40:49
41,Ulladulla,-35.35,150.47,66.2,77,92,5.82,AU,overcast clouds,0.0,0.0,2020-02-23 18:49:11
42,Atambua,-9.11,124.89,75.07,86,44,2.13,ID,scattered clouds,0.0,0.0,2020-02-23 18:49:05
43,Boguchany,58.38,97.45,10.22,96,38,3.06,RU,scattered clouds,0.0,0.0,2020-02-23 18:48:16
44,Barrow,71.29,-156.79,-29.2,81,20,10.29,US,few clouds,0.0,0.0,2020-02-23 18:40:34
45,Chokurdakh,70.63,147.92,-22.4,99,96,3.74,RU,overcast clouds,0.0,0.0,2020-02-23 18:41:05
46,Port Blair,11.67,92.75,81.14,75,41,12.1,IN,scattered clouds,0.0,0.0,2020-02-23 18:49:12
47,Lebu,-37.62,-73.65,69.19,57,2,9.35,CL,clear sky,0.0,0.0,2020-02-23 18:40:46
48,Weligama,5.97,80.42,75.51,87,94,10.89,LK,overcast clouds,0.0,0.0,2020-02-23 18:49:12
49,Avarua,-21.21,-159.78,80.6,94,100,5.82,CK,moderate rain,0.0,0.0,2020-02-23 18:41:04
50,Salekhard,66.53,66.6,27.79,85,79,20.11,RU,broken clouds,0.0,0.0,2020-02-23 18:49:13
51,Tasiilaq,65.61,-37.64,10.4,72,96,2.24,GL,overcast clouds,0.0,0.0,2020-02-23 18:40:50
52,Saint-Philippe,-21.36,55.77,77.0,78,0,3.36,RE,clear sky,0.0,0.0,2020-02-23 18:40:35
53,Tigre,-34.43,-58.58,82.0,47,40,9.17,AR,scattered clouds,0.0,0.0,2020-02-23 18:49:13
54,Jalu,29.03,21.55,57.83,39,49,10.11,LY,scattered clouds,0.0,0.0,2020-02-23 18:41:33
55,Tual,-5.67,132.75,82.9,79,82,11.81,ID,light rain,0.81,0.0,2020-02-23 18:49:14
56,Marzuq,14.4,46.47,65.08,56,0,5.95,YE,clear sky,0.0,0.0,2020-02-23 18:49:14
57,Esna,25.29,32.55,60.89,29,100,9.28,EG,overcast clouds,0.0,0.0,2020-02-23 18:49:14
58,Itarema,-2.92,-39.92,85.75,69,85,4.65,BR,light rain,0.31,0.0,2020-02-23 18:41:22
59,Carnarvon,-24.87,113.63,75.2,88,40,8.05,AU,scattered clouds,0.0,0.0,2020-02-23 18:40:49
60,Cooma,-36.23,149.13,53.6,93,60,5.82,AU,broken clouds,0.0,0.0,2020-02-23 18:49:15
61,Kirakira,-10.45,161.92,77.22,88,1,6.15,SB,clear sky,0.0,0.0,2020-02-23 18:49:15
62,Salihorsk,52.79,27.54,36.63,74,20,9.04,BY,few clouds,0.0,0.0,2020-02-23 18:49:16
63,Port Alfred,-33.59,26.89,62.01,81,52,8.03,ZA,broken clouds,0.0,0.0,2020-02-23 18:40:24
64,Lorengau,-2.02,147.27,83.43,71,10,6.78,PG,clear sky,0.0,0.0,2020-02-23 18:40:59
65,Cloppenburg,52.85,8.03,42.01,86,100,10.29,DE,light rain,0.94,0.0,2020-02-23 18:44:38
66,Georgetown,5.41,100.34,80.6,83,40,4.16,MY,scattered clouds,0.0,0.0,2020-02-23 18:41:20
67,Nikolskoye,59.7,30.79,37.4,90,75,8.95,RU,broken clouds,0.0,0.0,2020-02-23 18:40:34
68,Tura,25.52,90.22,68.13,48,0,4.05,IN,clear sky,0.0,0.0,2020-02-23 18:41:09
69,Tuktoyaktuk,69.45,-133.04,-5.8,76,90,13.87,CA,light snow,0.0,0.0,2020-02-23 18:40:23
70,Belokurikha,52.0,84.99,16.03,95,96,2.39,RU,light snow,0.0,0.12,2020-02-23 18:49:17
71,Toyooka,35.53,134.83,32.97,81,0,3.09,JP,clear sky,0.0,0.0,2020-02-23 18:49:17
72,Shingu,33.73,135.98,46.08,65,0,9.15,JP,clear sky,0.0,0.0,2020-02-23 18:49:18
73,Antalaha,-14.9,50.28,82.99,75,98,0.78,MG,overcast clouds,0.0,0.0,2020-02-23 18:49:18
74,Hondo,32.45,130.2,42.01,70,0,3.0,JP,clear sky,0.0,0.0,2020-02-23 18:49:18
75,Boa Vista,2.82,-60.67,95.0,36,75,9.17,BR,broken clouds,0.0,0.0,2020-02-23 18:49:18
76,Atar,20.52,-13.05,92.32,8,100,7.14,MR,overcast clouds,0.0,0.0,2020-02-23 18:45:36
77,Leh,34.17,77.58,-2.96,60,0,3.94,IN,clear sky,0.0,0.0,2020-02-23 18:49:19
78,Tacoronte,28.48,-16.41,73.99,48,1,13.87,ES,haze,0.0,0.0,2020-02-23 18:49:19
79,Bluff,-46.6,168.33,51.01,92,40,3.0,NZ,scattered clouds,0.0,0.0,2020-02-23 18:40:33
80,Ciudad Bolivar,8.12,-63.55,95.22,34,84,7.23,VE,broken clouds,0.0,0.0,2020-02-23 18:49:19
81,Cape Coast,5.11,-1.25,82.54,87,47,17.22,GH,scattered clouds,0.0,0.0,2020-02-23 18:49:19
82,Pangnirtung,66.15,-65.71,-31.0,59,20,4.7,CA,few clouds,0.0,0.0,2020-02-23 18:42:18
83,Codrington,-38.27,141.97,62.11,87,99,14.76,AU,overcast clouds,0.0,0.0,2020-02-23 18:40:57
84,Arandis,-22.42,14.97,64.0,91,0,5.01,NA,clear sky,0.0,0.0,2020-02-23 18:49:20
85,Ushuaia,-54.8,-68.3,51.8,71,75,12.75,AR,shower rain,0.0,0.0,2020-02-23 18:36:37
86,Hvolsvollur,63.75,-20.22,33.8,66,75,34.45,IS,shower rain,0.0,0.0,2020-02-23 18:49:21
87,Kongolo,-5.38,27.0,74.28,92,100,1.97,CD,light rain,1.5,0.0,2020-02-23 18:47:21
88,Bubaque,11.28,-15.83,79.77,68,99,20.58,GW,overcast clouds,0.0,0.0,2020-02-23 18:49:21
89,Kloulklubed,7.04,134.26,78.8,88,75,11.41,PW,broken clouds,0.0,0.0,2020-02-23 18:48:44
90,Butaritari,3.07,172.79,84.7,76,100,17.56,KI,moderate rain,6.37,0.0,2020-02-23 18:40:39
91,Vaini,-21.2,-175.2,77.0,100,75,6.93,TO,broken clouds,0.0,0.0,2020-02-23 18:40:35
92,Ambon,-3.7,128.18,81.36,82,67,13.04,ID,moderate rain,3.25,0.0,2020-02-23 18:43:21
93,Coquimbo,-29.95,-71.34,68.0,64,37,12.75,CL,scattered clouds,0.0,0.0,2020-02-23 18:41:02
94,Porto Velho,-8.76,-63.9,78.8,83,90,2.24,BR,overcast clouds,0.0,0.0,2020-02-23 18:49:22
95,Yellowknife,62.46,-114.35,-8.0,69,40,8.05,CA,scattered clouds,0.0,0.0,2020-02-23 18:40:38
96,Cidreira,-30.18,-50.21,71.91,62,1,12.26,BR,clear sky,0.0,0.0,2020-02-23 18:41:09
97,Souillac,-20.52,57.52,77.0,88,75,4.7,MU,broken clouds,0.0,0.0,2020-02-23 18:42:09
98,Tiksi,71.69,128.87,-9.99,88,100,7.81,RU,overcast clouds,0.0,0.0,2020-02-23 18:41:08
99,Taoudenni,22.68,-3.98,88.32,8,66,16.42,ML,broken clouds,0.0,0.0,2020-02-23 18:41:32
100,Port Lincoln,-34.73,135.87,66.18,78,79,4.99,AU,broken clouds,0.0,0.0,2020-02-23 18:36:16
101,Aklavik,68.22,-135.01,-4.0,76,75,6.93,CA,broken clouds,0.0,0.0,2020-02-23 18:41:39
102,New Norfolk,-42.78,147.06,57.2,76,97,4.7,AU,overcast clouds,0.0,0.0,2020-02-23 18:40:33
103,Broome,42.25,-75.83,48.0,30,1,9.17,US,clear sky,0.0,0.0,2020-02-23 18:41:32
104,Mayo,38.89,-76.51,59.0,40,1,4.7,US,clear sky,0.0,0.0,2020-02-23 18:45:56
105,Santa Maria,-29.68,-53.81,80.6,51,40,11.41,BR,scattered clouds,0.0,0.0,2020-02-23 18:44:46
106,Yabrud,33.97,36.66,46.4,70,40,5.82,SY,scattered clouds,0.0,0.0,2020-02-23 18:49:25
107,Hilo,19.73,-155.09,70.0,64,40,4.7,US,scattered clouds,0.0,0.0,2020-02-23 18:36:35
108,Komsomolskiy,40.43,71.72,50.0,76,90,4.7,UZ,mist,0.0,0.0,2020-02-23 18:41:30
109,Airai,-8.93,125.41,66.96,87,74,4.16,TL,broken clouds,0.0,0.0,2020-02-23 18:41:42
110,Jamestown,42.1,-79.24,46.99,26,1,16.11,US,clear sky,0.0,0.0,2020-02-23 18:38:20
111,Buraydah,26.33,43.98,73.4,38,100,3.36,SA,overcast clouds,0.0,0.0,2020-02-23 18:41:20
112,Razvilnoye,46.24,41.3,40.08,78,100,8.57,RU,overcast clouds,0.0,0.0,2020-02-23 18:49:26
113,Formosa,-26.18,-58.18,82.4,39,82,8.05,AR,broken clouds,0.0,0.0,2020-02-23 18:48:05
114,Chapais,49.78,-74.85,35.6,64,1,6.93,CA,clear sky,0.0,0.0,2020-02-23 18:49:08
115,Suntar,62.14,117.63,-7.67,97,66,4.76,RU,broken clouds,0.0,0.0,2020-02-23 18:49:27
116,Ostrovnoy,68.05,39.51,30.78,94,100,17.78,RU,light snow,0.0,0.63,2020-02-23 18:46:48
117,Udayagiri,20.13,84.38,67.01,60,0,2.13,IN,clear sky,0.0,0.0,2020-02-23 18:49:28
118,Kilinochchi,9.4,80.4,78.24,83,93,11.63,LK,overcast clouds,0.0,0.0,2020-02-23 18:49:28
119,Dikson,73.51,80.55,30.27,95,100,27.36,RU,snow,0.0,1.75,2020-02-23 18:40:29
120,Kaitangata,-46.28,169.85,57.99,83,99,1.01,NZ,overcast clouds,0.0,0.0,2020-02-23 18:41:07
121,Alihe,50.57,123.72,7.83,91,91,4.5,CN,overcast clouds,0.0,0.0,2020-02-23 18:49:28
122,Upernavik,72.79,-56.15,-16.91,80,0,6.64,GL,clear sky,0.0,0.0,2020-02-23 18:41:06
123,Morki,56.43,48.99,28.0,94,100,16.89,RU,light snow,0.0,1.38,2020-02-23 18:49:29
124,Namatanai,-3.67,152.43,83.73,73,55,10.02,PG,broken clouds,0.0,0.0,2020-02-23 18:49:29
125,Qaanaaq,77.48,-69.36,-19.57,78,24,5.01,GL,few clouds,0.0,0.0,2020-02-23 18:40:36
126,Pangkalanbuun,-2.68,111.62,75.56,92,4,2.68,ID,clear sky,0.0,0.0,2020-02-23 18:49:29
127,North Bend,43.41,-124.22,48.99,100,90,10.29,US,light rain,0.0,0.0,2020-02-23 18:49:30
128,Fort Nelson,58.81,-122.7,15.8,61,20,1.63,CA,few clouds,0.0,0.0,2020-02-23 18:49:30
129,Inuvik,68.35,-133.72,-4.0,76,75,5.82,CA,light snow,0.0,0.0,2020-02-23 18:49:30
130,Abhar,36.15,49.22,33.78,83,48,2.51,IR,scattered clouds,0.0,0.0,2020-02-23 18:49:30
131,Ponta Do Sol,32.67,-17.1,70.0,52,20,18.34,PT,few clouds,0.0,0.0,2020-02-23 18:40:43
132,Luderitz,-26.65,15.16,68.49,71,0,27.65,NA,clear sky,0.0,0.0,2020-02-23 18:42:03
133,Rovaniemi,66.5,25.72,23.0,92,57,6.93,FI,broken clouds,0.0,0.0,2020-02-23 18:49:31
134,Ahipara,-35.17,173.17,57.0,100,0,1.01,NZ,clear sky,0.0,0.0,2020-02-23 18:46:54
135,Naze,28.37,129.48,51.8,81,0,4.7,JP,clear sky,0.0,0.0,2020-02-23 18:40:58
136,Kargil,34.57,76.1,-6.43,90,0,3.91,IN,clear sky,0.0,0.0,2020-02-23 18:49:32
137,Hithadhoo,-0.6,73.08,83.26,78,100,14.05,MV,light rain,2.13,0.0,2020-02-23 18:40:27
138,Dalvik,65.97,-18.53,24.42,75,67,18.03,IS,light snow,0.0,0.12,2020-02-23 18:49:32
139,Issaquah,47.53,-122.03,48.0,75,75,12.75,US,light rain,0.0,0.0,2020-02-23 18:48:33
140,Torbay,47.67,-52.73,37.0,69,20,24.16,CA,few clouds,0.0,0.0,2020-02-23 18:40:38
141,Chuy,-33.7,-53.46,71.78,59,66,4.61,UY,broken clouds,0.0,0.0,2020-02-23 18:41:35
142,Alofi,-19.06,-169.92,80.6,88,100,5.82,NU,light rain,2.94,0.0,2020-02-23 18:49:33
143,Ayr,55.46,-4.63,42.8,87,40,13.87,GB,scattered clouds,0.0,0.0,2020-02-23 18:49:33
144,Port Shepstone,-30.74,30.45,62.24,84,76,7.38,ZA,light rain,0.44,0.0,2020-02-23 18:49:11
145,Nouadhibou,20.93,-17.03,64.4,82,100,13.87,MR,overcast clouds,0.0,0.0,2020-02-23 18:46:29
146,Lasa,46.62,10.7,50.0,61,40,5.82,IT,scattered clouds,0.0,0.0,2020-02-23 18:41:57
147,Mehamn,71.04,27.85,33.8,92,75,8.05,NO,broken clouds,0.0,0.0,2020-02-23 18:46:53
148,Bethel,41.37,-73.41,54.0,29,1,10.29,US,clear sky,0.0,0.0,2020-02-23 18:41:03
149,Katsuura,35.13,140.3,44.6,39,20,10.29,JP,few clouds,0.0,0.0,2020-02-23 18:41:19
150,Fortuna,40.6,-124.16,53.01,76,75,3.24,US,broken clouds,0.0,0.0,2020-02-23 18:40:26
151,Saint George,37.1,-113.58,50.0,61,61,10.29,US,broken clouds,0.0,0.0,2020-02-23 18:40:51
152,Terney,45.05,136.61,13.3,80,100,6.58,RU,overcast clouds,0.0,0.0,2020-02-23 18:49:35
153,San Cristobal,7.77,-72.22,80.6,65,75,2.24,VE,broken clouds,0.0,0.0,2020-02-23 18:49:35
154,Jacareacanga,-6.22,-57.75,75.96,95,100,2.33,BR,light rain,0.44,0.0,2020-02-23 18:45:50
155,Flinders,-34.58,150.86,66.99,77,90,5.82,AU,overcast clouds,0.0,0.0,2020-02-23 18:47:15
156,Udalguri,26.77,92.13,50.13,57,0,8.08,IN,light rain,0.19,0.0,2020-02-23 18:49:36
157,Viedma,-40.81,-63.0,89.35,21,0,20.98,AR,clear sky,0.0,0.0,2020-02-23 18:45:37
158,Yamoussoukro,6.82,-5.28,98.6,35,20,1.19,CI,few clouds,0.0,0.0,2020-02-23 18:46:38
159,Lyngseidet,69.58,20.22,32.0,79,75,2.24,NO,broken clouds,0.0,0.0,2020-02-23 18:46:19
160,Sayyan,15.17,44.32,56.19,21,0,3.71,YE,clear sky,0.0,0.0,2020-02-23 18:49:37
161,Kaliganj,23.41,89.14,70.36,51,0,6.62,BD,clear sky,0.0,0.0,2020-02-23 18:49:37
162,Mohgaon,21.65,78.72,78.93,32,54,1.77,IN,broken clouds,0.0,0.0,2020-02-23 18:49:37
163,Alice Springs,-23.7,133.88,71.6,30,25,6.93,AU,scattered clouds,0.0,0.0,2020-02-23 18:44:02
164,Asyut,27.18,31.18,56.17,41,100,8.72,EG,overcast clouds,0.0,0.0,2020-02-23 18:42:48
165,Sackville,45.92,-64.38,42.01,48,20,12.75,CA,few clouds,0.0,0.0,2020-02-23 18:49:38
166,Rocky Mountain House,52.37,-114.92,23.47,85,98,6.13,CA,overcast clouds,0.0,0.0,2020-02-23 18:49:31
167,Najran,17.49,44.13,78.8,26,35,2.24,SA,scattered clouds,0.0,0.0,2020-02-23 18:40:40
168,Faya,18.39,42.45,66.2,39,72,6.93,SA,broken clouds,0.0,0.0,2020-02-23 18:40:39
169,Tuatapere,-46.13,167.68,51.01,92,29,3.0,NZ,scattered clouds,0.0,0.0,2020-02-23 18:41:22
170,Chernyshevskiy,63.01,112.47,-4.72,97,33,4.72,RU,scattered clouds,0.0,0.0,2020-02-23 18:49:39
171,Kozienice,51.58,21.55,44.01,97,100,6.91,PL,moderate rain,3.5,0.0,2020-02-23 18:49:39
172,Hobart,-42.88,147.33,57.2,76,99,4.7,AU,overcast clouds,0.0,0.0,2020-02-23 18:35:54
173,Hamilton,39.18,-84.53,51.01,39,90,9.17,US,overcast clouds,0.0,0.0,2020-02-23 18:39:11
174,Ancud,-41.87,-73.82,59.0,72,75,9.17,CL,broken clouds,0.0,0.0,2020-02-23 18:41:01
175,Bengkulu,-3.8,102.27,74.64,90,15,4.23,ID,few clouds,0.0,0.0,2020-02-23 18:40:25
176,Ovalle,-30.6,-71.2,82.6,23,0,11.81,CL,clear sky,0.0,0.0,2020-02-23 18:49:40
177,Todos Santos,23.45,-110.22,84.0,28,75,6.93,MX,broken clouds,0.0,0.0,2020-02-23 18:49:41
178,Kapaa,22.08,-159.32,69.8,82,1,9.17,US,clear sky,0.0,0.0,2020-02-23 18:40:30
179,Nanhai,30.13,111.78,57.0,80,78,9.51,CN,broken clouds,0.0,0.0,2020-02-23 18:49:41
180,Luxor,25.7,32.64,60.89,29,100,9.28,EG,overcast clouds,0.0,0.0,2020-02-23 18:49:41
181,Vallenar,-28.57,-70.76,74.7,46,0,13.47,CL,clear sky,0.0,0.0,2020-02-23 18:45:25
182,Miri,4.41,114.01,77.0,94,75,6.93,MY,broken clouds,0.0,0.0,2020-02-23 18:49:42
183,Mayumba,-3.43,10.66,81.84,83,12,11.63,GA,light rain,1.75,0.0,2020-02-23 18:46:18
184,Avera,33.19,-82.53,63.0,26,1,5.82,US,clear sky,0.0,0.0,2020-02-23 18:49:42
